model,with_features,nc_test_size,Beta_s,gamma_s,Ns_obs,kmean_s,gamma_n,kmean_n,gamma_f,N_f,Beta_bi,nu,alpha,N_labels,accuracy
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,1.1,0.0,10.0,10.0,92.14342857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,-1.0,2.0,65.86800000000001
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,-1.0,3.0,48.25828571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,-1.0,6.0,24.876571428571427
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,-1.0,10.0,15.135428571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,1.0,2.0,64.10628571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,1.0,3.0,53.188
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,1.0,6.0,42.712
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,1.0,10.0,37.46857142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,5.0,2.0,90.86514285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,5.0,3.0,86.27485714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,5.0,6.0,80.41142857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,5.0,10.0,80.108
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,10.0,2.0,92.88342857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,10.0,3.0,91.476
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,10.0,6.0,90.93142857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,3.0,3.5,2000.0,3.0,0.0,10.0,10.0,92.664
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,-1.0,2.0,66.29257142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,-1.0,3.0,50.563428571428574
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,-1.0,6.0,27.72057142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,-1.0,10.0,16.95942857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,1.0,2.0,68.89028571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,1.0,3.0,56.312
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,1.0,6.0,45.268571428571434
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,1.0,10.0,39.63028571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,5.0,2.0,91.00399999999999
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,5.0,3.0,88.33771428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,5.0,6.0,86.01771428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,5.0,10.0,84.86457142857142
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,10.0,2.0,95.63142857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,10.0,3.0,95.19428571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,10.0,6.0,92.91028571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,10.0,10.0,91.80514285714285
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,-1.0,2.0,70.98857142857142
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,-1.0,3.0,50.174285714285716
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,-1.0,6.0,27.88514285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,-1.0,10.0,17.022285714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,1.0,2.0,68.28171428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,1.0,3.0,61.908
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,1.0,6.0,46.489714285714285
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,1.0,10.0,40.14628571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,5.0,2.0,91.73142857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,5.0,3.0,88.16114285714285
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,5.0,6.0,85.80285714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,5.0,10.0,85.50914285714285
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,10.0,2.0,89.58228571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,10.0,3.0,89.14285714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,10.0,6.0,91.11314285714285
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,10.0,10.0,92.52000000000001
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,-1.0,2.0,65.46971428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,-1.0,3.0,49.111428571428576
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,-1.0,6.0,26.99942857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,-1.0,10.0,16.50742857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,1.0,2.0,65.04971428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,1.0,3.0,56.55085714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,1.0,6.0,46.42628571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,1.0,10.0,40.10514285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,5.0,2.0,83.4
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,5.0,3.0,85.94457142857144
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,5.0,6.0,81.27428571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,5.0,10.0,83.34457142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,10.0,2.0,89.71257142857142
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,10.0,3.0,88.19142857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,10.0,6.0,89.93485714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,10.0,10.0,91.91714285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,-1.0,2.0,65.38571428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,-1.0,3.0,51.94114285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,-1.0,6.0,26.290857142857146
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,-1.0,10.0,16.10514285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,1.0,2.0,70.07314285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,1.0,3.0,58.03485714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,1.0,6.0,43.662285714285716
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,1.0,10.0,38.174285714285716
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,5.0,2.0,88.41828571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,5.0,3.0,86.54171428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,5.0,6.0,87.62
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,5.0,10.0,83.02342857142858
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,10.0,2.0,95.40628571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,10.0,3.0,94.63942857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,10.0,6.0,93.26342857142858
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,10.0,10.0,93.45257142857142
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,-1.0,2.0,66.50742857142856
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,-1.0,3.0,49.66571428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,-1.0,6.0,27.104571428571425
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,-1.0,10.0,16.489714285714285
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,1.0,2.0,66.45771428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,1.0,3.0,56.40742857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,1.0,6.0,44.97714285714285
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,1.0,10.0,40.12285714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,5.0,2.0,87.63028571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,5.0,3.0,85.44457142857144
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,5.0,6.0,87.73428571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,5.0,10.0,83.85714285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,10.0,2.0,88.57085714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,10.0,3.0,90.85428571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,10.0,6.0,92.94914285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,10.0,10.0,92.27142857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,-1.0,2.0,71.62171428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,-1.0,3.0,48.33371428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,-1.0,6.0,27.145714285714284
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,-1.0,10.0,16.30857142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,1.0,2.0,66.39085714285713
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,1.0,3.0,60.341142857142856
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,1.0,6.0,43.88857142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,1.0,10.0,38.11371428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,5.0,2.0,87.45085714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,5.0,3.0,89.41885714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,5.0,6.0,85.812
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,5.0,10.0,82.30057142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,10.0,2.0,88.812
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,10.0,3.0,91.46685714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,10.0,6.0,90.05257142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,10.0,10.0,93.252
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,-1.0,2.0,68.792
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,-1.0,3.0,51.63028571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,-1.0,6.0,26.645142857142854
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,-1.0,10.0,16.100571428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,1.0,2.0,64.852
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,1.0,3.0,52.17371428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,1.0,6.0,43.03028571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,1.0,10.0,37.585142857142856
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,5.0,2.0,88.5262857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,5.0,3.0,88.13371428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,5.0,6.0,84.52685714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,5.0,10.0,85.00171428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,10.0,2.0,92.28
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,10.0,3.0,94.59714285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,10.0,6.0,94.56628571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,10.0,10.0,90.136
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,-1.0,2.0,62.65771428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,-1.0,3.0,50.41142857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,-1.0,6.0,25.45942857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,-1.0,10.0,14.725142857142856
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,1.0,2.0,66.47714285714287
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,1.0,3.0,55.882285714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,1.0,6.0,43.48857142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,1.0,10.0,35.70571428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,5.0,2.0,83.488
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,5.0,3.0,84.80971428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,5.0,6.0,81.284
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,5.0,10.0,84.04171428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,10.0,2.0,88.52971428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,10.0,3.0,92.38628571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,10.0,6.0,93.36171428571429
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,10.0,10.0,93.04628571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,-1.0,2.0,67.068
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,-1.0,3.0,48.405142857142856
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,-1.0,6.0,27.504
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,-1.0,10.0,17.112571428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,1.0,2.0,61.162285714285716
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,1.0,3.0,59.791999999999994
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,1.0,6.0,44.98285714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,1.0,10.0,37.260571428571424
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,5.0,2.0,88.89142857142858
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,5.0,3.0,78.77828571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,5.0,6.0,87.10057142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,5.0,10.0,83.32571428571428
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,10.0,2.0,92.24228571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,10.0,3.0,93.99828571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,10.0,6.0,91.25485714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,10.0,10.0,91.35714285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,-1.0,2.0,67.66228571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,-1.0,3.0,50.79828571428571
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,-1.0,6.0,28.076
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,-1.0,10.0,17.09657142857143
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,1.0,2.0,66.29485714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,1.0,3.0,55.872571428571426
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,1.0,6.0,45.980000000000004
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,1.0,10.0,39.983428571428576
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,5.0,2.0,89.576
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,5.0,3.0,80.60342857142857
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,5.0,6.0,87.03885714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,5.0,10.0,83.91028571428572
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,10.0,2.0,93.53542857142858
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,10.0,3.0,92.84514285714286
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,10.0,6.0,91.88685714285714
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,10.0,10.0,91.93085714285715
HGCN_PoincareBall,1.0,0.7,3.0,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,-1.0,2.0,69.96571428571428
