model,with_features,nc_test_size,Beta_s,gamma_s,Ns_obs,kmean_s,gamma_n,kmean_n,gamma_f,N_f,Beta_bi,nu,alpha,N_labels,accuracy
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,5.0,2.0,87.79428571428572
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,5.0,3.0,85.47028571428572
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,5.0,6.0,80.57314285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,5.0,10.0,82.61657142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,10.0,2.0,94.38971428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,10.0,3.0,91.95085714285715
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,10.0,6.0,90.34228571428572
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,1.1,0.0,10.0,10.0,87.59028571428571
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,-1.0,2.0,67.06971428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,-1.0,3.0,53.02571428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,-1.0,6.0,28.10857142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,-1.0,10.0,17.574857142857145
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,1.0,2.0,67.56057142857142
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,1.0,3.0,60.240571428571435
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,1.0,6.0,45.39085714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,1.0,10.0,39.60628571428571
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,5.0,2.0,90.52514285714287
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,5.0,3.0,86.30685714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,5.0,6.0,81.72
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,5.0,10.0,81.77028571428572
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,10.0,2.0,94.61600000000001
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,10.0,3.0,89.89371428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,10.0,6.0,90.04114285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,2.1,2000.0,3.0,0.0,10.0,10.0,91.72285714285715
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,-1.0,2.0,67.81428571428572
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,-1.0,3.0,52.416
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,-1.0,6.0,27.96742857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,-1.0,10.0,17.173142857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,1.0,2.0,67.33542857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,1.0,3.0,54.194857142857146
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,1.0,6.0,41.63142857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,1.0,10.0,33.52571428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,5.0,2.0,89.74685714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,5.0,3.0,87.20171428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,5.0,6.0,83.02742857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,5.0,10.0,79.09085714285715
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,10.0,2.0,92.57771428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,10.0,3.0,88.876
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,10.0,6.0,93.36571428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,1.1,0.0,10.0,10.0,88.93542857142856
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,-1.0,2.0,67.77714285714285
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,-1.0,3.0,51.13885714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,-1.0,6.0,27.727999999999998
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,-1.0,10.0,16.942857142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,1.0,2.0,69.62285714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,1.0,3.0,58.662285714285716
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,1.0,6.0,47.828571428571436
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,1.0,10.0,39.33314285714285
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,5.0,2.0,91.14857142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,5.0,3.0,87.4782857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,5.0,6.0,82.84285714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,5.0,10.0,84.50742857142856
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,10.0,2.0,95.22114285714285
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,10.0,3.0,89.26342857142858
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,10.0,6.0,90.13485714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,2.1,30.0,3.5,2000.0,3.0,0.0,10.0,10.0,89.836
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,-1.0,2.0,64.67485714285715
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,-1.0,3.0,52.124
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,-1.0,6.0,28.85885714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,-1.0,10.0,17.387999999999998
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,1.0,2.0,66.41085714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,1.0,3.0,59.498285714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,1.0,6.0,46.08571428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,1.0,10.0,40.364
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,5.0,2.0,90.22114285714285
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,5.0,3.0,86.30457142857142
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,5.0,6.0,82.13314285714287
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,5.0,10.0,82.31542857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,10.0,2.0,83.81714285714285
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,10.0,3.0,89.65542857142859
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,10.0,6.0,94.08342857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,1.1,0.0,10.0,10.0,90.43542857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,-1.0,2.0,68.36914285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,-1.0,3.0,51.23771428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,-1.0,6.0,28.577714285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,-1.0,10.0,17.352
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,1.0,2.0,61.66571428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,1.0,3.0,58.499428571428574
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,1.0,6.0,45.705714285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,1.0,10.0,39.10285714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,5.0,2.0,84.404
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,5.0,3.0,86.28914285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,5.0,6.0,85.29085714285713
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,5.0,10.0,83.65085714285713
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,10.0,2.0,95.42
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,10.0,3.0,91.33485714285715
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,10.0,6.0,91.77085714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,2.1,2000.0,3.0,0.0,10.0,10.0,90.82514285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,-1.0,2.0,63.687428571428576
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,-1.0,3.0,51.06628571428571
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,-1.0,6.0,28.777714285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,-1.0,10.0,17.166285714285713
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,1.0,2.0,63.919999999999995
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,1.0,3.0,60.13714285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,1.0,6.0,45.69714285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,1.0,10.0,39.260000000000005
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,5.0,2.0,82.25371428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,5.0,3.0,89.17371428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,5.0,6.0,82.70914285714287
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,5.0,10.0,82.50571428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,10.0,2.0,95.14514285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,10.0,3.0,92.88685714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,10.0,6.0,90.31657142857144
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,1.1,0.0,10.0,10.0,90.03085714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,-1.0,2.0,66.54628571428572
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,-1.0,3.0,52.034285714285716
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,-1.0,6.0,27.656571428571432
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,-1.0,10.0,17.108
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,1.0,2.0,65.54400000000001
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,1.0,3.0,59.54457142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,1.0,6.0,42.42971428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,1.0,10.0,38.87314285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,5.0,2.0,91.19885714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,5.0,3.0,91.34457142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,5.0,6.0,86.55828571428572
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,5.0,10.0,82.61371428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,10.0,2.0,96.18171428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,10.0,3.0,92.65257142857142
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,10.0,6.0,93.4782857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,3.0,3.5,2000.0,3.0,0.0,10.0,10.0,89.01485714285715
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,-1.0,2.0,68.07771428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,-1.0,3.0,51.44685714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,-1.0,6.0,28.697714285714284
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,-1.0,10.0,17.60857142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,1.0,2.0,69.17485714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,1.0,3.0,59.58171428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,1.0,6.0,45.271428571428565
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,1.0,10.0,36.201142857142855
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,5.0,2.0,89.24457142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,5.0,3.0,86.46971428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,5.0,6.0,81.008
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,5.0,10.0,78.924
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,10.0,2.0,88.37714285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,10.0,3.0,92.4057142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,10.0,6.0,90.92914285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,1.1,0.0,10.0,10.0,88.15142857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,-1.0,2.0,66.07828571428571
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,-1.0,3.0,51.62857142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,-1.0,6.0,27.641714285714283
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,-1.0,10.0,17.656571428571432
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,1.0,2.0,70.204
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,1.0,3.0,57.56914285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,1.0,6.0,40.76285714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,1.0,10.0,39.03142857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,5.0,2.0,88.64971428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,5.0,3.0,86.03142857142856
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,5.0,6.0,82.38114285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,5.0,10.0,81.94000000000001
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,10.0,2.0,90.97942857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,10.0,3.0,93.48171428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,10.0,6.0,89.81257142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,2.1,2000.0,3.0,0.0,10.0,10.0,89.01485714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,-1.0,2.0,61.260571428571424
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,-1.0,3.0,49.87657142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,-1.0,6.0,28.96457142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,-1.0,10.0,17.125714285714288
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,1.0,2.0,64.54685714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,1.0,3.0,55.70514285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,1.0,6.0,43.94228571428572
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,1.0,10.0,35.632
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,5.0,2.0,83.25257142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,5.0,3.0,82.27542857142858
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,5.0,6.0,84.34114285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,5.0,10.0,81.27657142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,10.0,2.0,92.70628571428571
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,10.0,3.0,88.75428571428571
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,10.0,6.0,90.61428571428571
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,1.1,0.0,10.0,10.0,87.52799999999999
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,-1.0,2.0,70.38971428571429
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,-1.0,3.0,50.59542857142857
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,-1.0,6.0,28.939999999999998
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,-1.0,10.0,17.549714285714284
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,1.0,2.0,67.21600000000001
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,1.0,3.0,59.11714285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,1.0,6.0,46.94514285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,1.0,10.0,42.01257142857143
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,5.0,2.0,91.396
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,5.0,3.0,88.61885714285714
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,5.0,6.0,85.31371428571428
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,5.0,10.0,83.888
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,10.0,2.0,94.488
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,10.0,3.0,90.74914285714286
GCN_Euclidean,1.0,0.7,1.1,3.5,5000.0,30.0,3.5,30.0,3.5,2000.0,3.0,0.0,10.0,6.0,92.02971428571428
