size,thread,i,time
500,1,0,0.06449365615844727
500,1,1,0.06786131858825684
500,1,2,0.0672149658203125
500,1,3,0.06784772872924805
500,1,4,0.0679171085357666
500,1,5,0.06767916679382324
500,1,6,0.06690073013305664
500,1,7,0.06748414039611816
500,1,8,0.06722497940063477
500,1,9,0.06721305847167969
500,1,10,0.06760334968566895
500,1,11,0.06778216361999512
500,1,12,0.12875723838806152
500,1,13,0.12342095375061035
500,1,14,0.12323856353759766
500,1,15,0.12813997268676758
500,1,16,0.12334561347961426
500,1,17,0.1234121322631836
500,1,18,0.1234586238861084
500,1,19,0.12359786033630371
500,1,20,0.1484529972076416
500,1,21,0.1479792594909668
500,1,22,0.14789915084838867
500,1,23,0.14584589004516602
500,1,24,0.1533982753753662
500,1,25,0.1452176570892334
500,1,26,0.15334081649780273
500,1,27,0.06362557411193848
500,1,28,0.06151390075683594
500,1,29,0.06356596946716309
500,1,30,0.06377053260803223
500,1,31,0.06358671188354492
500,1,32,0.06360244750976562
500,1,33,0.0633232593536377
500,1,34,0.0628814697265625
500,1,35,0.06396317481994629
500,1,36,0.06366562843322754
500,1,37,0.06364059448242188
500,1,38,0.0644681453704834
500,1,39,0.06358194351196289
500,1,40,0.06383466720581055
500,1,41,0.0637209415435791
500,1,42,0.10708928108215332
500,1,43,0.1034691333770752
500,1,44,0.10106682777404785
500,1,45,0.10300087928771973
500,1,46,0.10402250289916992
500,1,47,0.10352444648742676
500,1,48,0.10353350639343262
500,1,49,0.10283493995666504
500,2,0,0.07183694839477539
500,2,1,0.034726858139038086
500,2,2,0.07047796249389648
500,2,3,0.033559560775756836
500,2,4,0.03397321701049805
500,2,5,0.05243659019470215
500,2,6,0.06198453903198242
500,2,7,0.019300222396850586
500,2,8,0.07257699966430664
500,2,9,0.06354522705078125
500,2,10,0.0635221004486084
500,2,11,0.035306453704833984
500,2,12,0.06506657600402832
500,2,13,0.047628164291381836
500,2,14,0.07311820983886719
500,2,15,0.027068376541137695
500,2,16,0.021732807159423828
500,2,17,0.06116223335266113
500,2,18,0.019254684448242188
500,2,19,0.039473533630371094
500,2,20,0.10434103012084961
500,2,21,0.037758588790893555
500,2,22,0.036196231842041016
500,2,23,0.02405524253845215
500,2,24,0.06287479400634766
500,2,25,0.04065680503845215
500,2,26,0.0716099739074707
500,2,27,0.03262209892272949
500,2,28,0.09153294563293457
500,2,29,0.03895139694213867
500,2,30,0.033452749252319336
500,2,31,0.02406001091003418
500,2,32,0.06563615798950195
500,2,33,0.0415349006652832
500,2,34,0.030231475830078125
500,2,35,0.05731463432312012
500,2,36,0.052350521087646484
500,2,37,0.028293848037719727
500,2,38,0.06812787055969238
500,2,39,0.03714585304260254
500,2,40,0.06816315650939941
500,2,41,0.06758522987365723
500,2,42,0.09540772438049316
500,2,43,0.05584716796875
500,2,44,0.0757913589477539
500,2,45,0.11429286003112793
500,2,46,0.063751220703125
500,2,47,0.08188581466674805
500,2,48,0.0821835994720459
500,2,49,0.0931251049041748
500,4,0,0.15620827674865723
500,4,1,0.08431458473205566
500,4,2,0.07394576072692871
500,4,3,0.09462356567382812
500,4,4,0.07620406150817871
500,4,5,0.0926523208618164
500,4,6,0.05678153038024902
500,4,7,0.09338712692260742
500,4,8,0.052985191345214844
500,4,9,0.0501708984375
500,4,10,0.05783271789550781
500,4,11,0.05844473838806152
500,4,12,0.05600094795227051
500,4,13,0.046120405197143555
500,4,14,0.0594937801361084
500,4,15,0.09139132499694824
500,4,16,0.04410123825073242
500,4,17,0.04710054397583008
500,4,18,0.07278251647949219
500,4,19,0.12843561172485352
500,4,20,0.04461240768432617
500,4,21,0.03393673896789551
500,4,22,0.030812740325927734
500,4,23,0.03529095649719238
500,4,24,0.02752399444580078
500,4,25,0.024707317352294922
500,4,26,0.05869936943054199
500,4,27,0.03102898597717285
500,4,28,0.03095531463623047
500,4,29,0.05243706703186035
500,4,30,0.044539690017700195
500,4,31,0.035101890563964844
500,4,32,0.0368802547454834
500,4,33,0.05238914489746094
500,4,34,0.038451194763183594
500,4,35,0.10183596611022949
500,4,36,0.038388967514038086
500,4,37,0.053244590759277344
500,4,38,0.028106689453125
500,4,39,0.04275107383728027
500,4,40,0.0512082576751709
500,4,41,0.051964521408081055
500,4,42,0.02284073829650879
500,4,43,0.05678057670593262
500,4,44,0.03096747398376465
500,4,45,0.03074049949645996
500,4,46,0.04305577278137207
500,4,47,0.037427425384521484
500,4,48,0.02794361114501953
500,4,49,0.017147541046142578
1000,1,0,0.2743549346923828
1000,1,1,0.27439093589782715
1000,1,2,0.27844977378845215
1000,1,3,0.3585968017578125
1000,1,4,0.3675112724304199
1000,1,5,0.3584585189819336
1000,1,6,0.38402581214904785
1000,1,7,0.38387203216552734
1000,1,8,0.22119998931884766
1000,1,9,0.21817445755004883
1000,1,10,0.2203221321105957
1000,1,11,0.2208554744720459
1000,1,12,0.22530436515808105
1000,1,13,0.15503478050231934
1000,1,14,0.19401764869689941
1000,1,15,0.1565227508544922
1000,1,16,0.16161036491394043
1000,1,17,0.1627788543701172
1000,1,18,0.15633726119995117
1000,1,19,0.357241153717041
1000,1,20,0.35761427879333496
1000,1,21,0.3604593276977539
1000,1,22,0.19791436195373535
1000,1,23,0.1948988437652588
1000,1,24,0.19855403900146484
1000,1,25,0.19661283493041992
1000,1,26,0.20542025566101074
1000,1,27,0.10078644752502441
1000,1,28,0.10106182098388672
1000,1,29,0.1010744571685791
1000,1,30,0.10089921951293945
1000,1,31,0.10139608383178711
1000,1,32,0.10146737098693848
1000,1,33,0.10592126846313477
1000,1,34,0.09998059272766113
1000,1,35,0.23671865463256836
1000,1,36,0.2227480411529541
1000,1,37,0.22210216522216797
1000,1,38,0.22237944602966309
1000,1,39,0.22345972061157227
1000,1,40,0.222076416015625
1000,1,41,0.22219157218933105
1000,1,42,0.22262024879455566
1000,1,43,0.22467517852783203
1000,1,44,0.6324722766876221
1000,1,45,0.6236100196838379
1000,1,46,0.20969247817993164
1000,1,47,0.20922446250915527
1000,1,48,0.2089688777923584
1000,1,49,0.21427392959594727
1000,2,0,0.20418262481689453
1000,2,1,0.13033270835876465
1000,2,2,0.26451683044433594
1000,2,3,0.25725245475769043
1000,2,4,0.21161437034606934
1000,2,5,0.09502029418945312
1000,2,6,0.11136269569396973
1000,2,7,0.10193419456481934
1000,2,8,0.4529385566711426
1000,2,9,0.18733882904052734
1000,2,10,0.14786911010742188
1000,2,11,0.1871175765991211
1000,2,12,0.4263312816619873
1000,2,13,0.2903099060058594
1000,2,14,0.18032431602478027
1000,2,15,0.4786217212677002
1000,2,16,0.3738420009613037
1000,2,17,0.31795549392700195
1000,2,18,0.35380053520202637
1000,2,19,0.44168806076049805
1000,2,20,0.10222411155700684
1000,2,21,0.17327499389648438
1000,2,22,0.10996031761169434
1000,2,23,0.3403904438018799
1000,2,24,0.24061894416809082
1000,2,25,0.13692498207092285
1000,2,26,0.1497642993927002
1000,2,27,0.12050151824951172
1000,2,28,27.67332887649536
1000,2,29,0.24234509468078613
1000,2,30,0.2096102237701416
1000,2,31,0.18208026885986328
1000,2,32,0.3258979320526123
1000,2,33,0.1710364818572998
1000,2,34,0.17701172828674316
1000,2,35,0.12016558647155762
1000,2,36,0.3222496509552002
1000,2,37,0.6559374332427979
1000,2,38,0.2647988796234131
1000,2,39,0.12216067314147949
1000,2,40,0.11137533187866211
1000,2,41,0.28438448905944824
1000,2,42,0.31420230865478516
1000,2,43,0.2152550220489502
1000,2,44,0.13886141777038574
1000,2,45,0.4990720748901367
1000,2,46,0.12846875190734863
1000,2,47,0.14631247520446777
1000,2,48,0.14426922798156738
1000,2,49,0.16329360008239746
1000,4,0,0.1257796287536621
1000,4,1,0.06736183166503906
1000,4,2,0.3743569850921631
1000,4,3,0.09559321403503418
1000,4,4,0.08803677558898926
1000,4,5,0.06756114959716797
1000,4,6,0.07960057258605957
1000,4,7,0.12072992324829102
1000,4,8,0.05635786056518555
1000,4,9,0.13795995712280273
1000,4,10,0.07865071296691895
1000,4,11,0.10220551490783691
1000,4,12,0.09555411338806152
1000,4,13,0.1018831729888916
1000,4,14,29.838670253753662
1000,4,15,0.19326376914978027
1000,4,16,0.09123635292053223
1000,4,17,0.1379692554473877
1000,4,18,0.10298562049865723
1000,4,19,0.12621712684631348
1000,4,20,0.09081268310546875
1000,4,21,0.12961149215698242
1000,4,22,0.09088754653930664
1000,4,23,0.06793546676635742
1000,4,24,0.13724851608276367
1000,4,25,0.05640578269958496
1000,4,26,0.07869863510131836
1000,4,27,0.13735342025756836
1000,4,28,0.13985443115234375
1000,4,29,0.16047906875610352
1000,4,30,0.24985527992248535
1000,4,31,0.13547897338867188
1000,4,32,0.15159034729003906
1000,4,33,0.17682504653930664
1000,4,34,0.09548830986022949
1000,4,35,0.10819196701049805
1000,4,36,0.085235595703125
1000,4,37,0.10837268829345703
1000,4,38,0.14470958709716797
1000,4,39,0.10735344886779785
1000,4,40,0.09146857261657715
1000,4,41,0.09514164924621582
1000,4,42,0.14902830123901367
1000,4,43,0.2011110782623291
1000,4,44,0.2848217487335205
1000,4,45,0.12495756149291992
1000,4,46,0.08518028259277344
1000,4,47,0.07205510139465332
1000,4,48,0.19999337196350098
1000,4,49,0.12628531455993652
2000,1,0,1.2999565601348877
2000,1,1,0.7275722026824951
2000,1,2,0.8669548034667969
2000,1,3,0.402493953704834
2000,1,4,0.40592217445373535
2000,1,5,0.5539488792419434
2000,1,6,0.5610077381134033
2000,1,7,0.9394054412841797
