model,Beta_s,gamma_s,Ns_obs,kmean_s,gamma_n,kmean_n,gamma_f,N_f,Beta_bi,nu,alpha,N_labels,with_features,nc_test_size,i,accuracy
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,1,3,1,0.7,4.5,60.299
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,1,6,1,0.7,4.5,44.485
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,10,10,1,0.7,4.5,94.282
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,10,2,1,0.7,4.5,95.889
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,10,3,1,0.7,4.5,93.44500000000001
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,10,6,1,0.7,4.5,93.76
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,5,10,1,0.7,4.5,83.565
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,5,2,1,0.7,4.5,86.914
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,5,3,1,0.7,4.5,85.75399999999999
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,5,6,1,0.7,4.5,83.811
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,-1,10,1,0.7,4.5,18.115000000000002
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,-1,2,1,0.7,4.5,69.035
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,-1,3,1,0.7,4.5,50.987
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,-1,6,1,0.7,4.5,27.037
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,1,10,1,0.7,4.5,40.495999999999995
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,1,2,1,0.7,4.5,65.162
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,1,3,1,0.7,4.5,59.55499999999999
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,1,6,1,0.7,4.5,46.213
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,10,10,1,0.7,4.5,93.30199999999999
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,10,2,1,0.7,4.5,93.405
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,10,3,1,0.7,4.5,94.813
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,10,6,1,0.7,4.5,92.187
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,5,10,1,0.7,4.5,84.588
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,5,2,1,0.7,4.5,83.393
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,5,3,1,0.7,4.5,90.342
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,1.1,0.0,5,6,1,0.7,4.5,85.738
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,-1,10,1,0.7,4.5,16.706
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,-1,2,1,0.7,4.5,70.44800000000001
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,-1,3,1,0.7,4.5,48.957
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,-1,6,1,0.7,4.5,26.776999999999997
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,1,10,1,0.7,4.5,40.376999999999995
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,1,2,1,0.7,4.5,66.2
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,1,3,1,0.7,4.5,58.803
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,1,6,1,0.7,4.5,45.126999999999995
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,10,10,1,0.7,4.5,91.447
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,10,2,1,0.7,4.5,89.69800000000001
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,10,3,1,0.7,4.5,94.87100000000001
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,10,6,1,0.7,4.5,91.043
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,5,10,1,0.7,4.5,85.774
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,5,2,1,0.7,4.5,86.196
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,5,3,1,0.7,4.5,89.416
SGFormer,1.1,2.1,5000,30,3.5,30,3.5,2000,3,0.0,5,6,1,0.7,4.5,82.744
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,-1,10,1,0.7,4.5,15.537
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,-1,2,1,0.7,4.5,70.14
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,-1,3,1,0.7,4.5,50.298
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,-1,6,1,0.7,4.5,25.71
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,1,10,1,0.7,4.5,32.973
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,1,2,1,0.7,4.5,62.452999999999996
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,1,3,1,0.7,4.5,52.545
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,1,6,1,0.7,4.5,40.721
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,10,10,1,0.7,4.5,79.45700000000001
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,10,2,1,0.7,4.5,89.796
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,10,3,1,0.7,4.5,85.92999999999999
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,10,6,1,0.7,4.5,83.261
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,5,10,1,0.7,4.5,73.176
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,5,2,1,0.7,4.5,83.535
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,5,3,1,0.7,4.5,84.90700000000001
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,1.1,0.0,5,6,1,0.7,4.5,77.612
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,-1,10,1,0.7,4.5,15.742
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,-1,2,1,0.7,4.5,69.695
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,-1,3,1,0.7,4.5,50.442
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,-1,6,1,0.7,4.5,26.332
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,1,10,1,0.7,4.5,36.291000000000004
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,1,2,1,0.7,4.5,66.923
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,1,3,1,0.7,4.5,54.845000000000006
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,1,6,1,0.7,4.5,42.838
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,10,10,1,0.7,4.5,81.46700000000001
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,10,2,1,0.7,4.5,86.791
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,10,3,1,0.7,4.5,86.189
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,10,6,1,0.7,4.5,85.546
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,5,10,1,0.7,4.5,75.975
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,5,2,1,0.7,4.5,85.236
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,5,3,1,0.7,4.5,81.053
SGFormer,1.1,3.5,5000,3,2.1,3,2.1,2000,3,0.0,5,6,1,0.7,4.5,80.723
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,-1,10,1,0.7,4.5,14.928
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,-1,2,1,0.7,4.5,63.54600000000001
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,-1,3,1,0.7,4.5,46.676
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,-1,6,1,0.7,4.5,24.573
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,1,10,1,0.7,4.5,36.333999999999996
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,1,2,1,0.7,4.5,65.798
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,1,3,1,0.7,4.5,56.17100000000001
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,1,6,1,0.7,4.5,41.201
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,10,10,1,0.7,4.5,81.836
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,10,2,1,0.7,4.5,91.921
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,10,3,1,0.7,4.5,87.316
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,10,6,1,0.7,4.5,84.815
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,5,10,1,0.7,4.5,74.26599999999999
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,5,2,1,0.7,4.5,84.733
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,5,3,1,0.7,4.5,77.958
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,1.1,0.0,5,6,1,0.7,4.5,79.348
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,-1,10,1,0.7,4.5,14.834999999999999
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,-1,2,1,0.7,4.5,67.83
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,-1,3,1,0.7,4.5,48.523
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,-1,6,1,0.7,4.5,24.515
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,1,10,1,0.7,4.5,36.488
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,1,2,1,0.7,4.5,62.597
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,1,3,1,0.7,4.5,53.239999999999995
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,1,6,1,0.7,4.5,41.379000000000005
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,10,10,1,0.7,4.5,79.606
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,10,2,1,0.7,4.5,86.51599999999999
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,10,3,1,0.7,4.5,85.726
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,10,6,1,0.7,4.5,82.917
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,5,10,1,0.7,4.5,76.39500000000001
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,5,2,1,0.7,4.5,85.434
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,5,3,1,0.7,4.5,77.845
SGFormer,1.1,3.5,5000,3,2.1,3,3.5,2000,3,0.0,5,6,1,0.7,4.5,77.994
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,-1,10,1,0.7,4.5,16.805
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,-1,2,1,0.7,4.5,69.85900000000001
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,-1,3,1,0.7,4.5,50.599000000000004
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,-1,6,1,0.7,4.5,27.266
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,1,10,1,0.7,4.5,41.549
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,1,2,1,0.7,4.5,65.801
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,1,3,1,0.7,4.5,55.599000000000004
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,1,6,1,0.7,4.5,48.245
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,10,10,1,0.7,4.5,88.096
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,10,2,1,0.7,4.5,95.194
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,10,3,1,0.7,4.5,90.66799999999999
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,10,6,1,0.7,4.5,86.69
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,5,10,1,0.7,4.5,81.114
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,5,2,1,0.7,4.5,89.138
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,5,3,1,0.7,4.5,84.934
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,1.1,0.0,5,6,1,0.7,4.5,81.774
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,-1,10,1,0.7,4.5,16.602
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,-1,2,1,0.7,4.5,64.87899999999999
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,-1,3,1,0.7,4.5,50.347
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,-1,6,1,0.7,4.5,26.848000000000003
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,1,10,1,0.7,4.5,38.331
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,1,2,1,0.7,4.5,69.338
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,1,3,1,0.7,4.5,57.278999999999996
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,1,6,1,0.7,4.5,46.236000000000004
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,10,10,1,0.7,4.5,89.635
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,10,2,1,0.7,4.5,93.706
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,10,3,1,0.7,4.5,89.615
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,10,6,1,0.7,4.5,89.039
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,5,10,1,0.7,4.5,81.312
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,5,2,1,0.7,4.5,88.747
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,5,3,1,0.7,4.5,84.185
SGFormer,1.1,3.5,5000,3,2.1,30,2.1,2000,3,0.0,5,6,1,0.7,4.5,80.67699999999999
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,-1,10,1,0.7,4.5,17.113
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,-1,2,1,0.7,4.5,69.422
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,-1,3,1,0.7,4.5,50.756
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,-1,6,1,0.7,4.5,27.833
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,1,10,1,0.7,4.5,39.045
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,1,2,1,0.7,4.5,69.05499999999999
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,1,3,1,0.7,4.5,55.801
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,1,6,1,0.7,4.5,42.411
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,10,10,1,0.7,4.5,85.769
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,10,2,1,0.7,4.5,89.122
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,10,3,1,0.7,4.5,91.88300000000001
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,10,6,1,0.7,4.5,89.536
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,5,10,1,0.7,4.5,78.364
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,5,2,1,0.7,4.5,87.94300000000001
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,5,3,1,0.7,4.5,85.426
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,1.1,0.0,5,6,1,0.7,4.5,82.026
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,-1,10,1,0.7,4.5,16.155
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,-1,2,1,0.7,4.5,69.122
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,-1,3,1,0.7,4.5,50.237
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,-1,6,1,0.7,4.5,27.006999999999998
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,1,10,1,0.7,4.5,39.411
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,1,2,1,0.7,4.5,67.401
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,1,3,1,0.7,4.5,56.06
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,1,6,1,0.7,4.5,41.993
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,10,10,1,0.7,4.5,86.749
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,10,2,1,0.7,4.5,94.792
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,10,3,1,0.7,4.5,90.631
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,10,6,1,0.7,4.5,89.584
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,5,10,1,0.7,4.5,80.771
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,5,2,1,0.7,4.5,83.201
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,5,3,1,0.7,4.5,86.241
SGFormer,1.1,3.5,5000,3,2.1,30,3.5,2000,3,0.0,5,6,1,0.7,4.5,80.526
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,-1,10,1,0.7,4.5,16.415
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,-1,2,1,0.7,4.5,67.328
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,-1,3,1,0.7,4.5,50.686
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,-1,6,1,0.7,4.5,26.426
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,1,10,1,0.7,4.5,35.574
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,1,2,1,0.7,4.5,67.717
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,1,3,1,0.7,4.5,53.537
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,1,6,1,0.7,4.5,41.866
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,10,10,1,0.7,4.5,85.089
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,10,2,1,0.7,4.5,92.808
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,10,3,1,0.7,4.5,88.601
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,10,6,1,0.7,4.5,87.796
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,5,10,1,0.7,4.5,74.069
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,5,2,1,0.7,4.5,88.747
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,5,3,1,0.7,4.5,75.793
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,1.1,0.0,5,6,1,0.7,4.5,78.866
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,-1,10,1,0.7,4.5,16.324
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,-1,2,1,0.7,4.5,67.304
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,-1,3,1,0.7,4.5,49.736000000000004
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,-1,6,1,0.7,4.5,27.336000000000002
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,1,10,1,0.7,4.5,36.126999999999995
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,1,2,1,0.7,4.5,65.94200000000001
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,1,3,1,0.7,4.5,54.92999999999999
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,1,6,1,0.7,4.5,44.757
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,10,10,1,0.7,4.5,88.05199999999999
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,10,2,1,0.7,4.5,93.31800000000001
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,10,3,1,0.7,4.5,88.55
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,10,6,1,0.7,4.5,84.62899999999999
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,5,10,1,0.7,4.5,78.922
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,5,2,1,0.7,4.5,84.876
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,5,3,1,0.7,4.5,83.167
SGFormer,1.1,3.5,5000,3,3.5,3,2.1,2000,3,0.0,5,6,1,0.7,4.5,79.05
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,-1,10,1,0.7,4.5,15.726999999999999
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,-1,2,1,0.7,4.5,67.673
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,-1,3,1,0.7,4.5,49.285000000000004
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,-1,6,1,0.7,4.5,26.238
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,1,10,1,0.7,4.5,38.573
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,1,2,1,0.7,4.5,63.449
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,1,3,1,0.7,4.5,54.964
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,1,6,1,0.7,4.5,42.911
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,10,10,1,0.7,4.5,85.749
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,10,2,1,0.7,4.5,91.699
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,10,3,1,0.7,4.5,88.163
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,10,6,1,0.7,4.5,86.82
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,5,10,1,0.7,4.5,77.946
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,5,2,1,0.7,4.5,81.232
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,5,3,1,0.7,4.5,81.789
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,1.1,0.0,5,6,1,0.7,4.5,79.757
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,-1,10,1,0.7,4.5,16.02
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,-1,2,1,0.7,4.5,69.62100000000001
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,-1,3,1,0.7,4.5,46.57
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,-1,6,1,0.7,4.5,25.486
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,1,10,1,0.7,4.5,36.345
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,1,2,1,0.7,4.5,65.519
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,1,3,1,0.7,4.5,58.660000000000004
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,1,6,1,0.7,4.5,45.437
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,10,10,1,0.7,4.5,85.341
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,10,2,1,0.7,4.5,87.798
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,10,3,1,0.7,4.5,85.67
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,10,6,1,0.7,4.5,87.988
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,5,10,1,0.7,4.5,78.34400000000001
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,5,2,1,0.7,4.5,86.339
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,5,3,1,0.7,4.5,78.619
SGFormer,1.1,3.5,5000,3,3.5,3,3.5,2000,3,0.0,5,6,1,0.7,4.5,82.292
SGFormer,1.1,3.5,5000,3,3.5,30,2.1,2000,1.1,0.0,-1,10,1,0.7,4.5,17.453
SGFormer,1.1,3.5,5000,3,3.5,30,2.1,2000,1.1,0.0,-1,2,1,0.7,4.5,68.00399999999999
SGFormer,1.1,3.5,5000,3,3.5,30,2.1,2000,1.1,0.0,-1,3,1,0.7,4.5,49.138
SGFormer,1.1,3.5,5000,3,3.5,30,2.1,2000,1.1,0.0,-1,6,1,0.7,4.5,27.660000000000004
SGFormer,1.1,3.5,5000,3,3.5,30,2.1,2000,1.1,0.0,1,10,1,0.7,4.5,38.67
