model,Beta_s,gamma_s,Ns_obs,kmean_s,gamma_n,kmean_n,gamma_f,N_f,Beta_bi,nu,alpha,N_labels,with_features,nc_test_size,i,accuracy
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,1.1,0.0,1,6,1,0.7,4.5,40.798
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,1.1,0.0,10,10,1,0.7,4.5,89.378
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,1.1,0.0,10,2,1,0.7,4.5,93.14
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,1.1,0.0,10,3,1,0.7,4.5,94.367
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,1.1,0.0,10,6,1,0.7,4.5,90.704
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,1.1,0.0,5,10,1,0.7,4.5,82.238
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,1.1,0.0,5,2,1,0.7,4.5,92.08500000000001
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,1.1,0.0,5,3,1,0.7,4.5,87.491
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,1.1,0.0,5,6,1,0.7,4.5,84.03
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,-1,10,1,0.7,4.5,16.846
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,-1,2,1,0.7,4.5,68.586
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,-1,3,1,0.7,4.5,49.006
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,-1,6,1,0.7,4.5,27.377
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,1,10,1,0.7,4.5,40.032
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,1,2,1,0.7,4.5,68.113
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,1,3,1,0.7,4.5,55.989999999999995
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,1,6,1,0.7,4.5,46.08
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,10,10,1,0.7,4.5,88.725
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,10,2,1,0.7,4.5,93.512
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,10,3,1,0.7,4.5,91.839
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,10,6,1,0.7,4.5,92.015
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,5,10,1,0.7,4.5,83.338
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,5,2,1,0.7,4.5,90.596
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,5,3,1,0.7,4.5,88.17699999999999
SGFormer,1.1,2.1,5000,3,3.5,30,3.5,2000,3,0.0,5,6,1,0.7,4.5,81.076
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,-1,10,1,0.7,4.5,16.55
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,-1,2,1,0.7,4.5,65.213
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,-1,3,1,0.7,4.5,49.885000000000005
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,-1,6,1,0.7,4.5,28.502999999999997
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,1,10,1,0.7,4.5,39.262
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,1,2,1,0.7,4.5,71.52000000000001
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,1,3,1,0.7,4.5,56.227
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,1,6,1,0.7,4.5,44.813
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,10,10,1,0.7,4.5,89.57000000000001
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,10,2,1,0.7,4.5,92.003
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,10,3,1,0.7,4.5,93.661
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,10,6,1,0.7,4.5,89.94399999999999
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,5,10,1,0.7,4.5,83.43299999999999
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,5,2,1,0.7,4.5,88.488
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,5,3,1,0.7,4.5,82.18199999999999
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,1.1,0.0,5,6,1,0.7,4.5,85.734
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,-1,10,1,0.7,4.5,16.544999999999998
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,-1,2,1,0.7,4.5,70.409
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,-1,3,1,0.7,4.5,47.875
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,-1,6,1,0.7,4.5,28.173000000000002
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,1,10,1,0.7,4.5,37.756
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,1,2,1,0.7,4.5,63.364
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,1,3,1,0.7,4.5,58.254999999999995
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,1,6,1,0.7,4.5,45.725
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,10,10,1,0.7,4.5,90.91
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,10,2,1,0.7,4.5,93.03200000000001
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,10,3,1,0.7,4.5,93.502
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,10,6,1,0.7,4.5,93.361
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,5,10,1,0.7,4.5,85.578
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,5,2,1,0.7,4.5,87.245
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,5,3,1,0.7,4.5,83.0
SGFormer,1.1,2.1,5000,30,2.1,3,2.1,2000,3,0.0,5,6,1,0.7,4.5,82.959
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,-1,10,1,0.7,4.5,17.163
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,-1,2,1,0.7,4.5,70.462
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,-1,3,1,0.7,4.5,49.481
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,-1,6,1,0.7,4.5,27.309000000000005
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,1,10,1,0.7,4.5,37.248000000000005
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,1,2,1,0.7,4.5,69.249
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,1,3,1,0.7,4.5,57.86
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,1,6,1,0.7,4.5,43.839
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,10,10,1,0.7,4.5,90.7
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,10,2,1,0.7,4.5,94.788
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,10,3,1,0.7,4.5,94.437
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,10,6,1,0.7,4.5,87.393
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,5,10,1,0.7,4.5,80.729
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,5,2,1,0.7,4.5,89.868
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,5,3,1,0.7,4.5,80.152
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,1.1,0.0,5,6,1,0.7,4.5,83.733
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,-1,10,1,0.7,4.5,17.381
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,-1,2,1,0.7,4.5,70.61600000000001
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,-1,3,1,0.7,4.5,50.737
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,-1,6,1,0.7,4.5,28.211000000000002
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,1,10,1,0.7,4.5,38.769
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,1,2,1,0.7,4.5,66.023
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,1,3,1,0.7,4.5,56.266
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,1,6,1,0.7,4.5,45.803999999999995
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,10,10,1,0.7,4.5,90.649
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,10,2,1,0.7,4.5,92.791
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,10,3,1,0.7,4.5,92.485
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,10,6,1,0.7,4.5,89.86999999999999
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,5,10,1,0.7,4.5,79.21700000000001
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,5,2,1,0.7,4.5,82.608
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,5,3,1,0.7,4.5,86.796
SGFormer,1.1,2.1,5000,30,2.1,3,3.5,2000,3,0.0,5,6,1,0.7,4.5,84.736
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,-1,10,1,0.7,4.5,16.046
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,-1,2,1,0.7,4.5,71.628
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,-1,3,1,0.7,4.5,50.548
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,-1,6,1,0.7,4.5,27.252
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,1,10,1,0.7,4.5,41.120999999999995
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,1,2,1,0.7,4.5,68.146
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,1,3,1,0.7,4.5,58.872
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,1,6,1,0.7,4.5,44.679
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,10,10,1,0.7,4.5,91.87899999999999
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,10,2,1,0.7,4.5,91.688
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,10,3,1,0.7,4.5,91.143
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,10,6,1,0.7,4.5,93.086
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,5,10,1,0.7,4.5,83.413
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,5,2,1,0.7,4.5,88.582
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,5,3,1,0.7,4.5,85.476
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,1.1,0.0,5,6,1,0.7,4.5,83.161
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,-1,10,1,0.7,4.5,16.839
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,-1,2,1,0.7,4.5,67.577
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,-1,3,1,0.7,4.5,51.306999999999995
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,-1,6,1,0.7,4.5,26.944
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,1,10,1,0.7,4.5,40.728
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,1,2,1,0.7,4.5,68.647
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,1,3,1,0.7,4.5,55.807
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,1,6,1,0.7,4.5,48.149
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,10,10,1,0.7,4.5,91.732
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,10,2,1,0.7,4.5,91.872
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,10,3,1,0.7,4.5,93.688
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,10,6,1,0.7,4.5,93.238
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,5,10,1,0.7,4.5,84.829
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,5,2,1,0.7,4.5,90.848
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,5,3,1,0.7,4.5,84.28
SGFormer,1.1,2.1,5000,30,2.1,30,2.1,2000,3,0.0,5,6,1,0.7,4.5,86.029
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,-1,10,1,0.7,4.5,17.130000000000003
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,-1,2,1,0.7,4.5,60.91799999999999
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,-1,3,1,0.7,4.5,49.781
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,-1,6,1,0.7,4.5,27.193
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,1,10,1,0.7,4.5,37.716
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,1,2,1,0.7,4.5,67.519
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,1,3,1,0.7,4.5,55.02
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,1,6,1,0.7,4.5,45.596
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,10,10,1,0.7,4.5,91.047
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,10,2,1,0.7,4.5,94.773
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,10,3,1,0.7,4.5,85.691
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,10,6,1,0.7,4.5,92.751
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,5,10,1,0.7,4.5,83.716
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,5,2,1,0.7,4.5,92.346
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,5,3,1,0.7,4.5,83.509
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,1.1,0.0,5,6,1,0.7,4.5,84.779
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,-1,10,1,0.7,4.5,17.209
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,-1,2,1,0.7,4.5,65.08500000000001
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,-1,3,1,0.7,4.5,46.593
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,-1,6,1,0.7,4.5,26.878999999999998
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,1,10,1,0.7,4.5,40.748000000000005
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,1,2,1,0.7,4.5,66.407
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,1,3,1,0.7,4.5,55.319
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,1,6,1,0.7,4.5,48.081
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,10,10,1,0.7,4.5,90.87899999999999
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,10,2,1,0.7,4.5,91.978
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,10,3,1,0.7,4.5,93.006
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,10,6,1,0.7,4.5,92.533
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,5,10,1,0.7,4.5,85.385
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,5,2,1,0.7,4.5,91.52799999999999
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,5,3,1,0.7,4.5,85.703
SGFormer,1.1,2.1,5000,30,2.1,30,3.5,2000,3,0.0,5,6,1,0.7,4.5,83.637
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,-1,10,1,0.7,4.5,16.57
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,-1,2,1,0.7,4.5,68.329
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,-1,3,1,0.7,4.5,49.019
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,-1,6,1,0.7,4.5,28.347
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,1,10,1,0.7,4.5,38.590999999999994
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,1,2,1,0.7,4.5,65.892
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,1,3,1,0.7,4.5,56.398
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,1,6,1,0.7,4.5,43.817
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,10,10,1,0.7,4.5,91.616
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,10,2,1,0.7,4.5,94.84
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,10,3,1,0.7,4.5,93.037
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,10,6,1,0.7,4.5,91.91900000000001
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,5,10,1,0.7,4.5,85.733
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,5,2,1,0.7,4.5,82.587
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,5,3,1,0.7,4.5,87.716
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,1.1,0.0,5,6,1,0.7,4.5,85.717
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,-1,10,1,0.7,4.5,17.422
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,-1,2,1,0.7,4.5,70.963
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,-1,3,1,0.7,4.5,50.36
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,-1,6,1,0.7,4.5,26.958
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,1,10,1,0.7,4.5,40.958999999999996
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,1,2,1,0.7,4.5,66.942
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,1,3,1,0.7,4.5,60.664
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,1,6,1,0.7,4.5,44.765
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,10,10,1,0.7,4.5,89.988
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,10,2,1,0.7,4.5,90.21799999999999
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,10,3,1,0.7,4.5,94.74
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,10,6,1,0.7,4.5,90.93299999999999
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,5,10,1,0.7,4.5,84.582
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,5,2,1,0.7,4.5,89.429
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,5,3,1,0.7,4.5,86.663
SGFormer,1.1,2.1,5000,30,3.5,3,2.1,2000,3,0.0,5,6,1,0.7,4.5,81.767
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,-1,10,1,0.7,4.5,17.347
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,-1,2,1,0.7,4.5,67.617
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,-1,3,1,0.7,4.5,50.986000000000004
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,-1,6,1,0.7,4.5,27.52
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,1,10,1,0.7,4.5,35.409000000000006
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,1,2,1,0.7,4.5,66.853
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,1,3,1,0.7,4.5,58.79600000000001
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,1,6,1,0.7,4.5,41.678
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,10,10,1,0.7,4.5,88.477
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,10,2,1,0.7,4.5,90.402
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,10,3,1,0.7,4.5,91.152
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,10,6,1,0.7,4.5,89.655
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,5,10,1,0.7,4.5,81.011
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,5,2,1,0.7,4.5,88.525
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,5,3,1,0.7,4.5,86.115
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,1.1,0.0,5,6,1,0.7,4.5,83.319
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,-1,10,1,0.7,4.5,16.378999999999998
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,-1,2,1,0.7,4.5,65.362
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,-1,3,1,0.7,4.5,49.234
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,-1,6,1,0.7,4.5,26.02
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,1,10,1,0.7,4.5,39.568
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,1,2,1,0.7,4.5,68.85
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,1,3,1,0.7,4.5,58.902
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,1,6,1,0.7,4.5,47.434000000000005
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,10,10,1,0.7,4.5,91.24
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,10,2,1,0.7,4.5,88.932
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,10,3,1,0.7,4.5,93.72999999999999
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,10,6,1,0.7,4.5,92.166
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,5,10,1,0.7,4.5,84.91
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,5,2,1,0.7,4.5,89.214
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,5,3,1,0.7,4.5,81.44399999999999
SGFormer,1.1,2.1,5000,30,3.5,3,3.5,2000,3,0.0,5,6,1,0.7,4.5,86.694
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,-1,10,1,0.7,4.5,17.041
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,-1,2,1,0.7,4.5,71.157
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,-1,3,1,0.7,4.5,50.517
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,-1,6,1,0.7,4.5,27.094
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,1,10,1,0.7,4.5,38.742000000000004
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,1,2,1,0.7,4.5,67.51
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,1,3,1,0.7,4.5,56.440999999999995
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,1,6,1,0.7,4.5,46.462
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,10,10,1,0.7,4.5,90.893
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,10,2,1,0.7,4.5,95.934
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,10,3,1,0.7,4.5,93.649
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,10,6,1,0.7,4.5,89.32300000000001
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,5,10,1,0.7,4.5,84.498
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,5,2,1,0.7,4.5,91.423
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,5,3,1,0.7,4.5,84.941
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,1.1,0.0,5,6,1,0.7,4.5,83.436
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,-1,10,1,0.7,4.5,16.083
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,-1,2,1,0.7,4.5,70.547
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,-1,3,1,0.7,4.5,48.833999999999996
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,-1,6,1,0.7,4.5,26.782999999999998
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,1,10,1,0.7,4.5,39.943
SGFormer,1.1,2.1,5000,30,3.5,30,2.1,2000,3,0.0,1,2,1,0.7,4.5,72.875
